NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº ALUNOS
ESTADUAL - SE;LESTE 5;ARICANDUVA;SAO PAULO;8;908940;MARIA PRESTES MAIA;Paraguai;2
ESTADUAL - SE;SAO CARLOS;BELA VISTA SAO-CARLENSE;SAO CARLOS;8;24612;MARIA RAMOS PROFESSORA;Portugal;1
ESTADUAL - SE;LESTE 2;VILA CURUCA;SAO PAULO;8;910272;MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA;Paraguai;1
ESTADUAL - SE;CENTRO OESTE;SAUDE;SAO PAULO;8;4625;MARIA RIBEIRO GUIMARAES BUENO PROFESSORA;Venezuela;1
ESTADUAL - SE;SUMARE;HORTOLANDIA;HORTOLANDIA;8;45559;MARIA RITA ARAUJO COSTA PROFESSORA;Angola;1
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;45597;MARIA ROSA CAROLINO DOS SANTOS PROFESSORA;Venezuela;4
ESTADUAL - SE;PIRASSUNUNGA;ARARAS;ARARAS;8;903985;MARIA ROSA NUCCI PACIFICO HOMEM PROFESSORA;Argentina;1
ESTADUAL - SE;REGISTRO;SETE BARRAS;SETE BARRAS;8;35154;MARIA SANTANA DE ALMEIDA PROFESSORA;Suíça;1
ESTADUAL - SE;REGISTRO;SETE BARRAS;SETE BARRAS;8;35154;MARIA SANTANA DE ALMEIDA PROFESSORA;Venezuela;1
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;8;36250;MARIA STELLA DE CERQUEIRA CESAR PROFA;Venezuela;1
ESTADUAL - SE;ITARARE;ITABERA;ITABERA;8;903206;MARIA TEREZA DE SOUZA FALCARELI PROFESSORA;Cambodja;1
ESTADUAL - SE;BARRETOS;OLIMPIA;OLIMPIA;8;28061;MARIA UBALDINA DE BARROS FURQUIM PROFESSORA;Colômbia;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;902385;MARIA ZEZA GOMES DE OLIVEIRA;Paraguai;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;902385;MARIA ZEZA GOMES DE OLIVEIRA;Venezuela;1
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;8;925469;MARIA ZILDA GAMBA NATEL;Colômbia;2
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;8;925469;MARIA ZILDA GAMBA NATEL;Peru;3
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;8;925469;MARIA ZILDA GAMBA NATEL;Venezuela;4
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;45561;MARIANINA DE ROSIS MORAES PROFESSORA;Venezuela;1
ESTADUAL - SE;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;SAO LOURENCO DA SERRA;8;10017;MARIANINHA QUEIROZ PROFESSORA;Bolívia;1
ESTADUAL - SE;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;SAO LOURENCO DA SERRA;8;10017;MARIANINHA QUEIROZ PROFESSORA;Estados Unidos da América;1
ESTADUAL - SE;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;SAO LOURENCO DA SERRA;8;10017;MARIANINHA QUEIROZ PROFESSORA;Japão;1
ESTADUAL - SE;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;SAO LOURENCO DA SERRA;8;10017;MARIANINHA QUEIROZ PROFESSORA;Venezuela;1
ESTADUAL - SE;JACAREI;ARUJA;ARUJA;8;908903;MARIANO BARBOSA DE SOUZA PROF;Bolívia;3
ESTADUAL - SE;NORTE 1;PIRITUBA;SAO PAULO;8;139;MARIANO DE OLIVEIRA PROFESSOR;Bolívia;1
ESTADUAL - SE;NORTE 1;PIRITUBA;SAO PAULO;8;139;MARIANO DE OLIVEIRA PROFESSOR;Haiti;2
ESTADUAL - SE;SUL 3;GRAJAU;SAO PAULO;8;925317;MARIAZINHA CONGILIO;Venezuela;2
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;46462;MARIE NADER CALFAT PROFESSORA;Venezuela;3
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;8;32001;MARIETTA FERRAZ DE ASSUMPCAO PROFESSORA;Venezuela;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;45470;MARILDA FERREIRA DE BRITO BARROS PEREIRA;Colômbia;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;45470;MARILDA FERREIRA DE BRITO BARROS PEREIRA;Japão;1
ESTADUAL - SE;NORTE 1;SAO DOMINGOS;SAO PAULO;8;904259;MARILENA PIUMBATO CHAPARRO PROFESSORA;Bolívia;4
ESTADUAL - SE;NORTE 1;SAO DOMINGOS;SAO PAULO;8;904259;MARILENA PIUMBATO CHAPARRO PROFESSORA;Peru;1
ESTADUAL - SE;NORTE 1;SAO DOMINGOS;SAO PAULO;8;904259;MARILENA PIUMBATO CHAPARRO PROFESSORA;Venezuela;3
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;909750;MARILENE TEREZINHA LONGHIM;Colômbia;1
ESTADUAL - SE;LESTE 2;LAJEADO;SAO PAULO;8;444121;MARILIA SANTOS CARVALHO DE POLILLO PROFESSORA;Venezuela;3
ESTADUAL - SE;SUL 2;JARDIM SAO LUIS;SAO PAULO;8;191917;MARILSA GARBOSSA FRANCISCO PROFESSORA;Venezuela;5
ESTADUAL - SE;CENTRO OESTE;LAPA;SAO PAULO;8;3517;MARINA CERQUEIRA CESAR PROFESSORA;Estados Unidos da América;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Angola;13
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Bolívia;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Cabo Verde;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Chile;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Colômbia;2
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Dominicana, República;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Guiné-Bissau;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Guiné-Conacri;2
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Peru;5
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Tailândia;1
ESTADUAL - SE;CENTRO;CONSOLACAO;SAO PAULO;8;3712;MARINA CINTRA PROFESSORA;Venezuela;5
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;924672;MARINALVA GIMENES COLOSSAL DA CUNHA;Haiti;4
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;924672;MARINALVA GIMENES COLOSSAL DA CUNHA;Peru;1
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;924672;MARINALVA GIMENES COLOSSAL DA CUNHA;Venezuela;1
ESTADUAL - SE;LESTE 1;PONTE RASA;SAO PAULO;8;2823;MARINHA DO BRASIL;Bolívia;4
ESTADUAL - SE;LESTE 1;PONTE RASA;SAO PAULO;8;2823;MARINHA DO BRASIL;Japão;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;904788;MARINHA FERREIRA DO NASCIMENTO PROFESSORA;Argentina;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;904788;MARINHA FERREIRA DO NASCIMENTO PROFESSORA;Bolívia;8
ESTADUAL - SE;SUL 3;PARELHEIROS;SAO PAULO;8;44453;MARIO ARMINANTE PROF;Haiti;2
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;923187;MARIO BOMBASSEI FILHO PROFESSOR;Bolívia;4
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;923187;MARIO BOMBASSEI FILHO PROFESSOR;Venezuela;2
ESTADUAL - SE;OURINHOS;SALTO GRANDE;SALTO GRANDE;8;33960;MARIO BRIATORE PADRE;Venezuela;1
ESTADUAL - SE;TAUBATE;TAUBATE;TAUBATE;8;14285;MARIO CARDOSO FRANCO PROFESSOR;Colômbia;1
ESTADUAL - SE;SAO VICENTE;SAO VICENTE;SAO VICENTE;8;923485;MARIO COVAS JUNIOR GOVERNADOR;Venezuela;2
ESTADUAL - SE;CENTRO OESTE;CAMPO BELO;SAO PAULO;8;3992;MARIO DE ANDRADE;Venezuela;5
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;907182;MARIO FRANCISCON;Japão;1
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;907182;MARIO FRANCISCON;Venezuela;7
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;8;900357;MARIO GUILHERME NOTARI;Haiti;2
ESTADUAL - SE;ITAPEVI;BARUERI;BARUERI;8;44933;MARIO JOAQUIM ESCOBAR DE ANDRADE;Venezuela;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;905446;MARIO JUNQUEIRA DA SILVA PROFESSOR;Bolívia;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;905446;MARIO JUNQUEIRA DA SILVA PROFESSOR;Venezuela;1
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;2859;MARIO KOZEL FILHO;Bolívia;5
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;2859;MARIO KOZEL FILHO;Nigéria;1
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;2859;MARIO KOZEL FILHO;Paraguai;1
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;2859;MARIO KOZEL FILHO;Peru;1
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;2859;MARIO KOZEL FILHO;Venezuela;1
ESTADUAL - SE;SUL 3;PARELHEIROS;SAO PAULO;8;43936;MARIO LOPES LEAO DR;Bolívia;1
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;8;35506;MARIO MANOEL DANTAS DE AQUINO PROFESSOR;Bolívia;1
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;8;35506;MARIO MANOEL DANTAS DE AQUINO PROFESSOR;Japão;1
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;8;35506;MARIO MANOEL DANTAS DE AQUINO PROFESSOR;Venezuela;1
ESTADUAL - SE;LESTE 5;AGUA RASA;SAO PAULO;8;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Bolívia;15
ESTADUAL - SE;LESTE 5;AGUA RASA;SAO PAULO;8;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Guiné-Bissau;1
ESTADUAL - SE;LESTE 5;AGUA RASA;SAO PAULO;8;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Haiti;4
ESTADUAL - SE;LESTE 5;AGUA RASA;SAO PAULO;8;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Japão;1
ESTADUAL - SE;LESTE 5;AGUA RASA;SAO PAULO;8;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Jordânia;1
ESTADUAL - SE;LESTE 5;AGUA RASA;SAO PAULO;8;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Paraguai;1
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;8;910181;MARIO MARTINS PEREIRA;Bolívia;4
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;8;910181;MARIO MARTINS PEREIRA;Haiti;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;36158;MARIO NAKATA PROFESSOR;Bolívia;13
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;36158;MARIO NAKATA PROFESSOR;Paraguai;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;37965;MARIO NATIVIDADE DOUTOR;Bolívia;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;37965;MARIO NATIVIDADE DOUTOR;Colômbia;2
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;37965;MARIO NATIVIDADE DOUTOR;Venezuela;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17140;MARIO PATARRA FRATTINI PROF;Haiti;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17140;MARIO PATARRA FRATTINI PROF;Venezuela;2
ESTADUAL - SE;ITU;BOITUVA;BOITUVA;8;16697;MARIO PEDRO VERCELLINO ALFERES;Haiti;8
ESTADUAL - SE;JUNDIAI;CAMPO LIMPO PAULISTA;CAMPO LIMPO PAULISTA;8;36080;MARIO PEREIRA PINTO;Haiti;1
ESTADUAL - SE;LESTE 1;ITAQUERA;SAO PAULO;8;2975;MARIO REYS COMENDADOR;Angola;1
ESTADUAL - SE;LESTE 1;ITAQUERA;SAO PAULO;8;2975;MARIO REYS COMENDADOR;Bolívia;1
ESTADUAL - SE;LESTE 1;ITAQUERA;SAO PAULO;8;2975;MARIO REYS COMENDADOR;Marrocos;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Bolívia;2
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Colômbia;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Guiné Equatorial;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Guiné-Bissau;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Haiti;10
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Peru;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9726;MARIO SALES SOUTO ENGENHEIRO;Venezuela;1
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2355;MARISA DE MELLO PROFA;Congo, República Democrática do (antigo Zaire);1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9684;MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA;Bolívia;5
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9684;MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA;Espanha;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9684;MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA;Haiti;2
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9684;MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA;Venezuela;1
ESTADUAL - SE;SUMARE;HORTOLANDIA;HORTOLANDIA;8;48276;MARISTELA CAROLINA MELLIN;Venezuela;2
ESTADUAL - SE;SUL 3;PARELHEIROS;SAO PAULO;8;925378;MARISTELA DALLOCA PROF?;Japão;1
ESTADUAL - SE;SUL 3;PARELHEIROS;SAO PAULO;8;925378;MARISTELA DALLOCA PROF?;Venezuela;1
ESTADUAL - SE;LESTE 3;CIDADE TIRADENTES;SAO PAULO;8;904296;MARIUMA BUAZAR MAUAD;Argentina;2
ESTADUAL - SE;LESTE 3;CIDADE TIRADENTES;SAO PAULO;8;904296;MARIUMA BUAZAR MAUAD;Bolívia;5
ESTADUAL - SE;LESTE 3;CIDADE TIRADENTES;SAO PAULO;8;904296;MARIUMA BUAZAR MAUAD;Haiti;1
ESTADUAL - SE;SUL 3;GRAJAU;SAO PAULO;8;917503;MARLENE ADUA FORTUNATO PROFESSORA;Bolívia;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;41973;MARLENE CAMARGO RIBEIRO PROFESSORA;Haiti;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;41973;MARLENE CAMARGO RIBEIRO PROFESSORA;Venezuela;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;8;269335;MARLENE LEITE DA SILVA PROFESSORA;Venezuela;2
ESTADUAL - SE;NORTE 2;CACHOEIRINHA;SAO PAULO;8;915658;MARLY DIVA BONFANTI PROFA;Argentina;1
ESTADUAL - SE;NORTE 2;CACHOEIRINHA;SAO PAULO;8;915658;MARLY DIVA BONFANTI PROFA;Bolívia;2
ESTADUAL - SE;NORTE 2;CACHOEIRINHA;SAO PAULO;8;915658;MARLY DIVA BONFANTI PROFA;Venezuela;1
ESTADUAL - SE;SANTOS;SANTOS;SANTOS;8;11927;MARQUES DE SAO VICENTE;Haiti;4
ESTADUAL - SE;SANTOS;SANTOS;SANTOS;8;11927;MARQUES DE SAO VICENTE;Reino Unido da Grã-Bretanha e Irlanda do Norte;1
ESTADUAL - SE;SANTOS;SANTOS;SANTOS;8;11927;MARQUES DE SAO VICENTE;Venezuela;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;37321;MARTA TERESINHA ROSA PROFESSORA;Haiti;1
ESTADUAL - SE;CENTRO SUL;CURSINO;SAO PAULO;8;39147;MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA;Argentina;2
ESTADUAL - SE;CENTRO SUL;CURSINO;SAO PAULO;8;39147;MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA;Venezuela;2
ESTADUAL - SE;SAO VICENTE;SAO VICENTE;SAO VICENTE;8;12212;MARTIM AFONSO;Bolívia;1
ESTADUAL - SE;CENTRO OESTE;MOEMA;SAO PAULO;8;3888;MARTIM FRANCISCO;Argentina;1
ESTADUAL - SE;CENTRO OESTE;MOEMA;SAO PAULO;8;3888;MARTIM FRANCISCO;Síria;2
ESTADUAL - SE;NORTE 1;BRASILANDIA;SAO PAULO;8;37102;MARTIN EGIDIO DAMY;Bolívia;1
ESTADUAL - SE;SUL 1;CIDADE ADEMAR;SAO PAULO;8;5034;MARTINS PENA;Japão;2
ESTADUAL - SE;REGISTRO;REGISTRO;REGISTRO;8;901659;MASSAKO OSAWA HIRABAYASHI PROFESSORA;Colômbia;1
ESTADUAL - SE;REGISTRO;REGISTRO;REGISTRO;8;901659;MASSAKO OSAWA HIRABAYASHI PROFESSORA;Japão;2
ESTADUAL - SE;ITAPETININGA;SAO MIGUEL ARCANJO;SAO MIGUEL ARCANJO;8;46917;MASSANORI KARAZAWA;Paraguai;1
ESTADUAL - SE;BRAGANCA PAULISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;8;900187;MATHILDE TEIXEIRA DE MORAES PROFESSORA;Venezuela;2
ESTADUAL - SE;CENTRO;LIMAO;SAO PAULO;8;358;MATILDE MACEDO SOARES;Argentina;1
ESTADUAL - SE;CENTRO;LIMAO;SAO PAULO;8;358;MATILDE MACEDO SOARES;Bolívia;16
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;43734;MATTATHIAS GOMES DOS SANTOS REV;Bolívia;2
ESTADUAL - SE;LESTE 2;JARDIM HELENA;SAO PAULO;8;43734;MATTATHIAS GOMES DOS SANTOS REV;Venezuela;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;7729;MAUA VISCONDE DE;Japão;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;7729;MAUA VISCONDE DE;Venezuela;2
ESTADUAL - SE;SUL 2;CAPAO REDONDO;SAO PAULO;8;908373;MAUD SA DE MIRANDA MONTEIRO PROFESSORA;Bolívia;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17152;MAURA ARRUDA GUIDOLIN PROFA;Bolívia;2
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17152;MAURA ARRUDA GUIDOLIN PROFA;Haiti;9
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;8;912311;MAURICIO ALVES BRAZ VEREADOR;Bolívia;5
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;924428;MAURICIO DE CASTRO;China;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;48872;MAURICIO GOULART DEPUTADO;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;48872;MAURICIO GOULART DEPUTADO;Portugal;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;48872;MAURICIO GOULART DEPUTADO;Venezuela;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;46413;MAURICIO NAZAR PROFESSOR;Argentina;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;46413;MAURICIO NAZAR PROFESSOR;Bolívia;5
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;46413;MAURICIO NAZAR PROFESSOR;Venezuela;4
ESTADUAL - SE;CENTRO;PERDIZES;SAO PAULO;8;3554;MAURO DE OLIVEIRA PROFESSOR;Reino Unido da Grã-Bretanha e Irlanda do Norte;1
ESTADUAL - SE;LESTE 1;VILA JACUI;SAO PAULO;8;2872;MAXIMO DE MOURA SANTOS PROFESSOR;Bolívia;7
ESTADUAL - SE;LESTE 1;VILA JACUI;SAO PAULO;8;2872;MAXIMO DE MOURA SANTOS PROFESSOR;Haiti;2
ESTADUAL - SE;LESTE 5;VILA MARIA;SAO PAULO;8;39214;MAXIMO RIBEIRO NUNES PROFESSOR;Argentina;2
ESTADUAL - SE;LESTE 5;VILA MARIA;SAO PAULO;8;39214;MAXIMO RIBEIRO NUNES PROFESSOR;Bolívia;8
ESTADUAL - SE;LESTE 5;VILA MARIA;SAO PAULO;8;39214;MAXIMO RIBEIRO NUNES PROFESSOR;Colômbia;3
ESTADUAL - SE;LESTE 5;VILA MARIA;SAO PAULO;8;39214;MAXIMO RIBEIRO NUNES PROFESSOR;Haiti;3
ESTADUAL - SE;LESTE 5;VILA MARIA;SAO PAULO;8;39214;MAXIMO RIBEIRO NUNES PROFESSOR;Paraguai;2
ESTADUAL - SE;LESTE 5;VILA MARIA;SAO PAULO;8;39214;MAXIMO RIBEIRO NUNES PROFESSOR;Peru;1
ESTADUAL - SE;SAO VICENTE;PERUIBE;PERUIBE;8;36936;MAYA ALICE EKMAN;Argentina;1
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;8;24053;MEIRA JUNIOR DOUTOR;Venezuela;1
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;8;920770;MELLITA LOBENWEIN BRASILIENSE PROFESSORA;Venezuela;1
ESTADUAL - SE;CENTRO SUL;SACOMA;SAO PAULO;8;39378;MELVIN JONES;Venezuela;3
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;908997;MENOTTI DEL PICCHIA POETA;Bolívia;2
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;Angola;2
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;Estados Unidos da América;1
ESTADUAL - SE;BAURU;BAURU;BAURU;8;25495;MERCEDES PAZ BUENO PROFA;Venezuela;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;912384;MERCEDES VALENTINA GIANNOCARIO PROFESSORA;Bolívia;2
ESTADUAL - SE;MAUA;MAUA;MAUA;8;912384;MERCEDES VALENTINA GIANNOCARIO PROFESSORA;Guiné-Conacri;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;912384;MERCEDES VALENTINA GIANNOCARIO PROFESSORA;Venezuela;1
ESTADUAL - SE;ITU;ITU;ITU;8;925895;MERCIA MARIA CAZARINI PROFA;Venezuela;1
ESTADUAL - SE;SANTO ANASTACIO;PRESIDENTE EPITACIO;PRESIDENTE EPITACIO;8;900941;MERCIA MARIA PRETTI SOARES PROFESSORA;Paraguai;1
ESTADUAL - SE;RIBEIRAO PRETO;CAJURU;CAJURU;8;24200;MESSIAS DA FONSECA DOUTOR;Venezuela;2
ESTADUAL - SE;SUL 1;CAMPO LIMPO;SAO PAULO;8;37461;MESSIAS FREIRE PROFESSOR;Venezuela;1
ESTADUAL - SE;CAMPINAS OESTE;NOVA APARECIDA;CAMPINAS;8;907352;MESSIAS GONCALVES TEIXEIRA PROFESSOR;Venezuela;1
ESTADUAL - SE;LIMEIRA;RIO CLARO;RIO CLARO;8;21726;MICHEL ANTONIO ALEM PROFESSOR;Venezuela;1
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;8;296740;MIGUEL ARRAES GOVERNADOR;Venezuela;2
ESTADUAL - SE;LESTE 1;CANGAIBA;SAO PAULO;8;2847;MIGUEL DE CERVANTES Y SAAVEDRA DOM;Angola;1
ESTADUAL - SE;LESTE 1;CANGAIBA;SAO PAULO;8;2847;MIGUEL DE CERVANTES Y SAAVEDRA DOM;Bolívia;11
ESTADUAL - SE;LESTE 1;CANGAIBA;SAO PAULO;8;2847;MIGUEL DE CERVANTES Y SAAVEDRA DOM;Chile;1
ESTADUAL - SE;LESTE 2;LAJEADO;SAO PAULO;8;923515;MIGUEL HIDALGO;Bolívia;2
ESTADUAL - SE;LESTE 2;LAJEADO;SAO PAULO;8;923515;MIGUEL HIDALGO;Haiti;20
ESTADUAL - SE;LESTE 2;LAJEADO;SAO PAULO;8;923515;MIGUEL HIDALGO;Nigéria;1
ESTADUAL - SE;LESTE 2;LAJEADO;SAO PAULO;8;923515;MIGUEL HIDALGO;Paraguai;2
ESTADUAL - SE;LESTE 2;LAJEADO;SAO PAULO;8;923515;MIGUEL HIDALGO;Venezuela;1
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;8;900771;MIGUEL JORGE;Venezuela;2
ESTADUAL - SE;LESTE 1;CANGAIBA;SAO PAULO;8;36754;MIGUEL KRUSE DOM;Argentina;1
ESTADUAL - SE;LESTE 1;CANGAIBA;SAO PAULO;8;36754;MIGUEL KRUSE DOM;Bolívia;33
ESTADUAL - SE;LESTE 1;CANGAIBA;SAO PAULO;8;36754;MIGUEL KRUSE DOM;Venezuela;2
ESTADUAL - SE;SUL 2;CAPAO REDONDO;SAO PAULO;8;902512;MIGUEL MUNHOZ FILHO;Angola;1
